id,manufacturer,carName,className,carType,drive,category,shareCode,power,weight,lateralG,concept,summary,tuneNotes,updatedAt,testTrackATime,testTrackBTime,testTrackCTime
camrytrd23-A700,Toyota,Camry TRD 2023,A 700,모던 슈퍼 세단,FWD,온로드,921 025 861,445hp,1238kg,1.8G,오버스티어가 잡히면서 코너 탈출 가속이 좋아짐,포르자 에어로 장착/에어로 값 수정/ 뭔데 이거 왜 느낌 좋은데 이러면 난 엘란트라를 기대할 수밖에 없어,B튜닝에서 엔진 튜닝/ 세미슬릭,2026-06-16,,1:30.670,
crxwtac90-S1800,Honda,#19 101 Motorsport CRX WTAC 1990,S1 800,익스트림 트랙토이,FWD,온로드,932 495 186,493hp,824kg,3.1G,뭔가 이상한 짓을 해보고 싶었음,진짜 이걸 굳이 왜 S1까지 다운그레이드 쳐서 튜닝해서 타는 미친놈이 있을까,타이어만 스노 타이어,2026-06-16,,1:22.940,
dino246gt69-B600,Ferrari,Dino 246 GT 1969,B 600,희귀 클래식,RWD,온로드,653 339 418,281hp,916kg,1.5G,얘도 범퍼 때면 느려지는데,그냥 디노 튜닝하고 싶었음/ 클래식카 답게 고풍스러운 주행감,빈티지 레이스 타이어,2026-06-16,,1:41.383,
camrytrd23-B600,Toyota,Camry TRD 2023,B 600,모던 슈퍼 세단,FWD,온로드,237 363 098,334hp,1272kg,1.5G,오버스티어를 잡고 싶었는데 차가 코너를 거부하길래 오버스티어 남겨둠,오버스티어 나는 전륜/  순정 에어로,경량화/ 타이어 폭 맥스,2026-06-16,,1:39.962,
250gt62-B600,Ferrari,250 GT Berlinetta Lusso 1962,B 600,희귀 클래식,RWD,온로드,740 920 249,286hp,855kg,1.4G,최대한 순정을 유지해봄,내기에서 져가지고 페라리 튜닝하게 됨,그냥 진짜 순정이나 다름없어서 기어마저 순정임,2026-06-15,,1:39.668,
911turbo3.3-A700-2,Porsche,911 Turbo 3.3 1982,A 700,레트로 슈퍼카,RWD,온로드,156 249 891,449hp,1029kg,1.7G,블랙버드 컨셉튠이 너무 구려서 다시 만듬/ 드리프트 타이어/ 경량화,생긴건 블랙버드/ 하중이동을 잘 해서 언더스티어와 오버스티어를 조절해야함,4단기어 사용/ 4단에서 다운쉬프트 시 레브리밋 주의,2026-06-15,,1:33.354,
mx5rf22-A700,Mazda,MX-5 Miata RF 2022,A 700,모던 스포츠카,RWD,온로드,132 373 853,293hp,933kg,1.8G,좋은지는 모르곘다,순정(purist) 튜닝/ 스냅 오버스티어 주의,경량화/ 세미슬릭,2026-06-14,,1:32.993,
s717-S1800,Saleen,S7 LM 2017,S1 800,익스트림 트랙토이,RWD,온로드,734 695 578,1000hp,1323kg,1.9G,S2를 S1으로 내린 다음 그냥 최대한 좋게 만들어봄,사람 수명 깎아먹기 좋은 녀석,드리프트 타이어 / 순정 엔진,2026-06-13,,1:20.442,
mono14-s1800,BAC,Mono 2014,S1 800,트랙 토이,RWD,온로드,741 743 641,362hp,614kg,2.2G,PI를 한계까지 깎아봄,의뢰받아서 한 튜닝인데 역대급 깎아버린듯,뒤타이어 인치업이 생각보다 PI 쌀먹하기 좋은가?,2026-06-13,,1:19.475,
genf14-a700,HSV,Gen-F GTS 2014,A 700,모던 머슬,RWD,온로드,139 183 976,764hp,1494kg,1.8G,엔진 좀 좋은 거 넣어보고 밸런스 맞춰보고 했는데 왜 좋지?,그냥 변태적인 머슬카를 하나 만들려 했는데 왠지 모르게 좋은 게 나와버림,바이퍼 V10 스왑,2026-06-12,,1:29.682,
vipergts13-a700,SRT,Viper GTS 2013,A 700,모던 머슬,RWD,페스티벌 시즌 숙제,410 433 483,653hp,1462kg,1.7G,시즌 페스티벌 용 다운그레이드 특이튜닝,모던 머슬 A700 / S1 다운그레이드,오프로드 타이어,2026-06-11,,1:32.501,
fairladyz94-a700,Nissan,Fairlady Z Version S Twin Turbo 1994,A 700,레트로 스포츠카,RWD,온로드,461 057 974,604hp,1272kg,1.7G,지이이이익선,완간 미드나이트 컨셉 튜닝,엔진 풀업 / 생각보다 안 좋은 타이어인데 그립은 나옴,2026-06-11,,,
300065-C500,Austin-Healey,3000 MKIII 1965,C 500,클래식 스포츠카,RWD,페스티벌 시즌 숙제,181 616 339,230hp,956kg,1.2G,좋은 브레이크 / 안 좋은 그립 / PI 대비 좋은 엔진,C500 클래식 스포츠카,그립은 에어로로 누르고 엔진에 집중,2026-06-11,,1:50.605,
integra01-b700,Acura,Integra Type R 2001,B 600,레트로 핫 해치,FWD,온로드,154 861 966,298hp,1026kg,1.6G,시빅 잡아보려고 어떻게든 영혼 비틀기로 깎아봄,진짜 B클에선 FF가 더 좋은건가? / VTEC은 신이다,그냥 별 거 없음 / 해야할 개조를 했을 뿐,2026-06-11,,1:36.812,
370z19-a700,Nissan,370Z Nismo 2019,A 700,모던 스포츠카,RWD,페스티벌 시즌 숙제,337 506 678,554hp,1223kg,1.7G,시즌 페스티벌 일본 A700 드리프트,시즌 페스티벌 드리프트 ,그냥 드리프트용,2026-06-11,,,
f45019-b600,Ford,Super Duty F-450 DRW Platinum 2020,B 600,픽업 및 4*4,4WD,오프로드,107 167 805,850hp,3192kg,1.4G,겁나 크고요 길고요 무거워요 근데 민첩해요,시즌용 오프로드,그냥 극강의 오프로드 튜닝,2026-06-11,,,1:00.444
458italia09-S1800,Ferrari,458 Italia 2009,S1 800,모던 슈퍼카,RWD,온로드,418 922 909,571hp,1190kg,2.0G,조금 느리지만 느낌은 좋음,순정(purist)튜닝 ,경량화/ 세미 슬릭,2026-06-11,,1:25.014,
f-25019-A700,Deberti,Ford Super Duty F-250 2019,A 700,언리미티드 오프로드,4WD,오프로드,163 861 449,1279hp,2366kg,1.4G,오프로드 쪽에 뭔가 깨달음을 얻은 걸 토대로 만듬,언리미티드 오프로드에 마음에 드는 게 없어서 새로 제작,7.2L V8 Racing / 최대한 편한 그립을 추구,2026-06-10,,,0:57.437
Limo13-B600,Cadillac,XTS Limousine 2013,B 600,모던 슈퍼 세단,4WD,온로드,143 271 425,555hp,2009kg,1.4G,온로드에서 쓸 ㅈㄴ 길쭉한 바리케이드,그 리무진이 B클래스로 내려옴 / 급하면 오프로드로 던져도됨,4륜박고 7리터 V8 넣어버림 / 오프로드 타이어는 덤,2026-06-10,,1:41.491,
civiccrxmugen84-b600,Honda,Civic CRX Mugen 1984,B 600,레트로 스포츠카,FWD,온로드,150 360 336,228hp,690kg,1.4G,B까지는 FF가 좋은듯,아주 잘 돌아가는 FF/ 1.6L VVT 스왑/ RPM 끝까지 돌려야함,초경량 전륜,2026-06-09,,1:39.074,
gtblackwelcome20-R998,Mercedes-AMG,GT Black Series '환영팩' 2020,R 998,트랙 토이,RWD,온로드,133 167 227,1086hp,858kg,2.9G, 1.6L V6-T 스왑,언세이프티카/ 세이프티카에 F1 파워유닛 꾸겨넣기,재미로 타세요,2026-06-09,,,
minicab90-B600,Mitsubishi,#269 A.T.K the Clock Racing Minicab T.A 1990,B 600,트랙 토이,RWD,온로드,358 307 701,139hp,610kg,2.7G,그냥 TA 트럭을 B클로 던짐,토오게용 양심 내다버린 세팅,엔진 쪽만 출력 올렸음,2026-06-09,,,
carreragt03-S1800,Porsche,Carrera GT 2003,S1 800,레트로 슈퍼카,RWD,온로드,465 488 625,733hp,1337kg,2.1G,그 멋진 소리를 즐기고 싶은 걸 최대한 살림,리어 포르자윙 장착이긴한데 별로 티 안남/ 배기음 볼륨 20퍼만 키워주면 안될까 플그야,순정엔진/ 스포츠 타이어/ 경량화 / 배기는 배기음 달라져서 튜닝 안 함,2026-06-09,,1:23.331,
gtblackwelcome20-S2900,Mercedes-AMG,GT Black Series '환영팩' 2020,S2 900,트랙 토이,RWD,온로드,172 447 995,741hp,1005kg,2.6G,5때랑은 차가 완전 딴판인데,세이프티카/ 재밌음,순정엔진/ 경량화/ 세미슬릭,2026-06-09,,1:15.407,
Golfmk610-B600,Volkswagen,Golf R 2010,B 600,슈퍼 핫 해치,4WD,온로드,103 634 074,303hp,1168kg,1.5G,B클래스 로드용 평범한 골프,리메이크된 골프,구동배분 앞쪽을 60%로 밀음/코너 탈출이 좋은 편,2026-06-09,1:02.549,1:40.165,
taxi17-C500,Toyota,JPN Taxi 2017,C 500,대중 국산차,FWD,온로드,107 705 708,203hp,1129kg,1.4G,아니 이게 은근히 좋다니까요? CVT에 하이브리드가?,엔진 달린 엘레베이터 감속기,CVT라는 아주 멋진 게 달림,2026-06-08,,1:50.272,
countachlp500088-A700,Lamborghini,Countach LP5000 QV 1988,A 700,레트로 슈퍼카,RWD,온로드,756 257 316,490hp,1157kg,1.7G,주행감이 마치 배타는것 같음,순정(purist)튜닝/ 차마 쿤타치에 에어로킷은 못달겠다,이거에 견인고리를 다는건 범죄야,2026-06-08,,1:32.784,
roma20-S1800-1,Ferrari,Roma 2020,S1 800,슈퍼 GT,RWD,온로드,269 294 066,766hp,1385kg,2.1G,감성은 모르겠고 최대로 튜닝,6.0L V12 스왑/ 에어로장착/ 사륜처럼 돌아가는 후륜,안티롤바/댐핑 모두 앞쪽을 매우 단단하게 세팅,2026-06-08,,1:23.073,
roma20-S1800,Ferrari,Roma 2020,S1 800,슈퍼 GT,RWD,온로드,707 288 065,659hp,1368kg,1.9G,로마 배기음 생각보다 좋은데,순정(Purist)튜닝/배기음이 좋음,세미 슬릭/ 순정 엔진,2026-06-08,,1:26.747,
911turboS23-S1800-1,Porsche,911 Turbo S 2023,S1 800,모던 슈퍼카,4WD,온로드,274 752 576,664hp,1268kg,2.0G,리바운드랑 범프를 강하게 줘야 느낌이 좋음,약간의 언더스티어/ MAXTON 에어로,순정엔진/ 드리프트 타이어,2026-06-07,,1:24.020,
911GT304-A700-1,Porsche,911 GT3 2004,A 700,레트로 슈퍼카,RWD,온로드,155 885 168,413hp,1216kg,1.9G,언더를 줄이기 위해 금단의 영역에 손을 댐,리모델링 완료 / 전반적으로 언더는 줄었는데 브레이킹 너무 깊게 하면 뒤가 미끄러질 수 있음 / 젖은노면 특히 주의,드리프트 타이어 / 프런트윙,2026-06-07,,1:32.499,
exige18-S1800,Lotus,Exige Cup 430 2018,S1 800,트랙 토이,RWD,온로드,279 733 791,628hp,1012kg,2.2G,그냥 빠른 놈 만들자 라는 마인드로 탄생,ㄹㅇ 단단한 타임어택형 세팅 / 연석 함부로 밟지 마세요 / 몸싸움 절대 금지 / 728 924 620은 안정형 세팅입니다. 도망가려면 이쪽으로,랠리 타이어 / 에어로 / 엔진 PD로 스왑,2026-06-06,,1:20.415,
lfa10-S1800,Lexus,LFA 2010,S1 800,모던 슈퍼카,RWD,온로드,304682008,670hp,1200kg,2.0G,원본 유지,자연흡기 감성/ 마실용 차,세미슬릭,2026-06-05,,1:24.667,
fc90-B600,Mazda,Savanna RX-7 1990,B 600,레트로 스포츠카,RWD,온로드,105101048,351hp,1397kg,1.5G,생각보다 묵직하고 재밌고 헤어핀 브레이킹 주의,이니셜D 컨셉튜닝,성능보단 낭만이지,2026-06-05,,1:40.030,
488gtb15-S1800,Ferrari,488 GTB 2015,S1 800,모던 슈퍼카,RWD,온로드,811464174,668hp,1254kg,2.1G,페라리 튜닝 힘드네,에어로킷 장착/  잘 돌아가긴 하는데 실수하면 스핀,드리프트 타이어/ 경량화,2026-06-05,,1:24.665,
mustangshelbygt50013-A700,Ford,Mustang Shelby GT500 2013,A 700,모던 머슬,RWD,온로드,125388211,694hp,1389kg,1.6G,그래 머슬카인데 코너링좀 못하면 뭐 어때,확실한 아메리칸 머슬카/ 무겁고 힘쌔고 뚱뚱함,순정 외형을 유지,2026-06-04,,1:33.100,
arx18-S1800,Subaru,WRX STI ARX Supercar 2018,S1 800,랠리 몬스터,4WD,페스티벌 시즌 숙제,165034426,787hp,1284kg,1.9G,스턴트 한번에 해결하고 싶어서 만들었음,페스티벌 시즌 튜닝 S1 800 일본 / 스턴트 3종 올인원 / 획득처:로켓 발사대쪽 팔찌 이벤트 클리어,랠리 타이어 / 개쩌는 엔진 / 다운포스,2026-06-04,,,
supra98-B600,Toyota,Supra RZ 1998,B 600,레트로 스포츠카,RWD,온로드,544637989,342hp,1194kg,1.5G,Purist 튜닝,하중이동 안하면 언더스티어,iS tHAt a SuPRaAa?,2026-06-03,,1:40.654,
maloo14-A700,HSV,Limited Edition Gen-F GTS Maloo 2014,A 700,유틸리티 히어로,4WD,혼합,875851114,650hp,1562kg,1.5G,그냥 마음에 안 들면 밀어버리려고 만듬,당신 앞에 있는 성가신 무언가가 있다면 편하게 밀어버리세요,캥거루 범퍼 / 4륜 ,2026-06-03,,1:32.930,0:57.915
reliant72-C500,Reliant,Supervan III 1972,C 500,유틸리티 히어로,4WD,오프로드,629489550,225hp,431kg,1.4G,진짜 그지같은 거 만져본다고 만진건데 이게 왜 좋음?,진짜 이게 왜 안 넘어짐?,모터바이크 엔진 / 3륜구동 / 오프로드 타이어 / 에어로 풀 세트,2026-06-03,,,1:02.837
corvettez0602-A700,Chevrolet,Corvette Z06 2002,A 700,레트로 머슬,RWD,온로드,542120655,481hp,1198kg,1.8G,마실용 머슬카,리어윙 장착/ 다운쉬프트 주의 기어비 박살나 있음,정변위 슈퍼차저 장착,2026-06-02,,1:32.662,
sportquaS186-S1800-2,Audi,#2 Audi Sport quattro S1 1986,S1 800,랠리 몬스터,4WD,혼합,166912977,695hp,1114kg,1.9G,왜 램프를 달면 PI가 올라가는건데,헤드램프 발 Pi 상승으로 인한 엔진 디튠/ 낭만은 있네,야간용 램프 추가,2026-06-02,,,
mustangboss69-B600,Ford,Mustang Boss 302 1969,B 600,클래식 머슬,RWD,온로드,174665713,373hp,1201kg,1.6G,존윅 다시보고 뽕차서 만듬,땅에 잘 붙어있는 머스탱,리어 덕테일 장착/ 빈티지 레이스 타이어/ 순정엔진,2026-06-02,,1:41.120,
sportquaS186-S1800-1,Audi,#2 Audi Sport quattro S1 1986,S1 800,랠리 몬스터,4WD,혼합,272525763,712hp,1099kg,1.9G,그룹B 차량 외관 유지,원본 에어로킷 유지,더 낮은 드래그,2026-06-02,,,0:56.784
f45019-a700,Ford,Super Duty F-450 DRW Platinum 2020,A 700,픽업 및 4*4,4WD,오프로드,832 773 626,1183hp,2646kg,1.4G,겁나 크고요 길고요 무거워요 근데 민첩해요,진짜 이게 왜 좋은가 싶은 오프로드 머신,그냥 극강의 오프로드 튜닝,2026-06-01,,,0:55.694
m503-A700,BMW,M5 2003,A 700,레트로 슈퍼 세단,RWD,온로드,127167673,505hp,1335kg,1.6G,빠른건 모르겠고 차가 이쁘다,"순정외형, 순정엔진 (Purist) 튜닝",경량화/ 드리프트 타이어,2026-05-31,,1:34.749,
stagea97-A700,Nissan,Stagea RS FOUR V 1997,A 700,레트로 슈퍼 세단,4WD,혼합,160923992,516hp,1282kg,1.7G,R34 앞머리를 씌운 슈퍼 웨건,진짜 무식하게 빠른 슈퍼 웨건 / 특히 오프로드,하이캠 / 오프로드 타이어,2026-05-30,,1:32.254,0:57.304
van422-S2900,Ford,Supervan 4 2022,S2 900,익스트림 트랙토이,4WD,온로드,715508872,1878hp,1972kg,2.0G,R에서 S2로 내림,진짜 개 무거운 트랙토이를 가장한 무언가인데 그냥 장난감 용도,세미슬릭 타이어,2026-05-30,,1:17.947,
812sufa17-S1800,Ferrari,812 Superfast 2017,S1 800,슈퍼 GT,RWD,온로드,966235645,788hp,1342kg,2.1G,왜 페라리들은 하나같이 뒤쪽 서스펜션이 미친듯이 단단한걸까,에어로킷 장착/ 순정엔진/ 묘하게 오버스티어 성향이 있음,경량화/ 드리프트 타이어,2026-05-30,,1:24.763,
corvettecoupe20-S1800,Chevrolet,Corvette Stingray Coupe 2020,S1 800,모던 슈퍼카,RWD,온로드,818489640,782hp,1250kg,2.1G,얘는 새로운 느낌이라 연구 좀 더 해봐야할듯,6.2L V8 DSC 스왑/ 슈퍼차저 소리가 인상적,경량화 /드리프트 타이어,2026-05-30,,1:24.462,
rs320-S1800,Audi,RS 3 Sedan 2020,S1 800,모던 슈퍼 세단,4WD,혼합,183732598,858hp,1398kg,1.7G,의뢰받아서 만든 드리프트 튜닝,스턴트 드리프트 / 온오프로드 혼합 / 본인 이걸로 드리프트 다 깸,4륜 / 순정 타이어 / 9대1,2026-05-30,,,
deltas4-A700,Lancia,Delta S4 1986,A 700,레트로 랠리,4WD,혼합,178337333,389hp,965kg,1.8G,왜 이렇게 느린지 모르겠음,낭만 빼면 시체인 튜닝,S1 튜닝에서 엔진 디튠,2026-05-29,,,1:00.884
xclass18-A700,Mercedes-Benz,X-Class 2018,A 700,픽업 및 4*4,4WD,오프로드,123925142,975hp,1648kg,1.4G,경량화 함,오프로드용 튜닝,바디킷 적용,2026-05-29,,,0:58.167
sportquaS186-S1800,Audi,#2 Audi Sport quattro S1 1986,S1 800,랠리 몬스터,4WD,혼합,130337191,712hp,1105kg,2.0G,낭만인줄 알았는데 성능이었다,파이크스 피크 힐 클라임 튜닝/ 접지력 좋음/ 브레이크 좋음,뒤쪽 타이어 맥시멈/ 그 시절에 6단 PDK는 좀 신기하네,2026-05-29,,1:23.779,0:56.675
deltas4-S1800,Lancia,Delta S4 1986,S1 800,레트로 랠리,4WD,혼합,503202838,634hp,969kg,1.8G,이건 진짜 낭만만 있다,낭만의 그룹B 튜닝,뒤쪽 타이어 맥시멈,2026-05-29,,1:26.242,0:58.173
evo906-A700,Mitsubishi,Lancer Evolution IX MR 2006,A 700,모던 랠리,4WD,오프로드,186656355,541hp,1279kg,1.6G,오프로드용이긴 한데 온로드도 기존 세팅보다 빨라짐(?),랜서가 또 생겨가지고 이번엔 작정하고 오프로드로 던짐,진짜 랠리 느낌이라 이번엔 범퍼에 라이트바까지 추가,2026-05-28,0:57.838,1:33.733,0:58.489
911gt321-S1800,Porsche,911 GT3 2021,S1 800,트랙 토이,RWD,온로드,820807654,570hp,1280kg,2.1G,경량화/ 드리프트 타이어,다른 911이랑 비슷한 느낌으로 해볼려 했는데 차가 너무 무거움,이게 왜 트랙토이임?,2026-05-28,,1:24.439,
yaris21-B600,Toyota,GR Yaris 2021,B 600,모던 랠리,4WD,혼합,736293437,257hp,1158kg,1.8G,코너만 좋고 직선이 느림,와이드바디 랠리 / 하이브리드이긴 한데 오프로드 쪽에 좀 더 특화,오프로드/와이드바디,2026-05-28,,,1:01.660
legacy90-B600,Subaru,Legacy RS 1990,B 600,레트로 랠리,4WD,오프로드,910641485,299hp,1079kg,1.5G,오프로드를 씹어먹으면서 온로드도 어느정도 대응되는 녀석,B클래스 오프로드 / 랠리 전용 튜닝인데 온로드도 은근 ㄱㅊ,오프로드 타이어/5대5,2026-05-28,,1:42.648,1:02.393
i2021-S1800,Hyundai,I20 N 2021,S1 800,핫 해치,4WD,혼합,538158993,430hp,1089kg,2.0G,그냥 움직임도 WRC임,WRC 컨셉으로 그냥 미친 놈 만듬 / 랠리,순정엔진 풀업/랠리타이어/4륜/앞6뒤4,2026-05-28,,1:25.817,0:57.019
az193-D400,Autozam,AZ-1 1993,D 400,대중 국산차,RWD,페스티벌 시즌 숙제,104267754,69hp,633kg,1.3G,페스티벌 시즌 튜닝,핸들링 위주의 민첩한 느낌 / MR이라 뒤가 살짝 흐름,생각보다 기록 준수함,2026-05-28,,,
duce18-S1800,Ferrari,Portofino 2018,S1 800,슈퍼 GT,4WD,온로드,105324142 /데칼 110732455,1036hp,1763kg,1.6G,루체인지 두체인지 병신같은차 따라 만듬/ 1.7톤으로 2.2톤의 주행감을 구현함,페라리 특제 전자렌지 탄생 기념 / 레전드섬 서킷 기록 1분46초,루체 가격이 55만 유로인 게 말이 되냐?,2026-05-28,,,
911carreraRS73-B600,Porsche,911 Carrera RS 1973,B 600,희귀 클래식,RWD,온로드,115342717,293hp,993kg,1.4G,클래식한게 맛있지,순정 외형 유지 감성 튜닝/ 재미있게 타고 다닐 수 있음,경량화/ 스트리트 타이어,2026-05-28,,1:41.481,
tomica-A700,Nissan,#11 Tomica Skyline Turbo Super Silhouette 1983,S1 800,레트로 레이서,RWD,온로드,456393562,562hp,928kg,2.3G,상당히 독특할 수도 있음,앞에 레트로가 붙으면 반은 먹고 들어간다,순정엔진 / 드리프트 타이어,2026-05-27,,1:21.458,
fd3s-A700-1,Mazda,RX-7 Type R 1992,A 700,레트로 스포츠카,RWD,온로드,118628850,353hp,1055kg,2.0G,그냥 FD 얼굴을 보기 싫어서 만듬,나 FD 아니다 / 그냥 타임어택 사양 느낌,바디킷 끼워서 얼굴 갈아버리고 엔진도 터보 빼버리고 타이어는 로드 타이어로 끼운 다음 파워만 더 줌,2026-05-27,,1:30.182,
chaser97,Toyota,Chaser 2.5 Tourer V 1997,A 700,레트로 슈퍼 세단,RWD,온로드,113068804,479hp,1196kg,1.7G,이게 왜 민첩하게 움직이나 싶은 그런 차량,VIP 튜닝 느낌으로 짜세까지 잡아놓음,랠리 타이어/바디킷/간지나는 TRD 리어윙,2026-05-27,,1:33.262,
charday-A700,Dodge,Charger Daytona HEMI 1969,A 700,클래식 머슬,RWD,온로드,156962244,550hp,1358kg,1.7G,기존 서스 이론을 탈피한 조건부 서스 이론을 새롭게 적용해봄,새로운 서스 이론 적용 차량,ARB 쪽에 변화가 있었는데 상당히 잘 먹은 듯?,2026-05-26,0:58.953,1:33.069,
911gt312-S1800,Porsche,911 GT3 RS 4.0 2012,S1 800,트랙 토이,RWD,온로드,140577494,626hp,1247kg,2.2G,자연흡기 감성 풀충전과 마치 60년대로 돌아간 듯한 안정성의 콜라보,진짜 수정하는데 성공했는데 / 제가 튜닝한 것 중에서 자기 성격 제일 확실한 놈입니다 엄중하게 경고합니다 함부로 이 차에 발을 들이지 마시고 엑셀을 밟을 수록 안 미끄러지는 걸 이해하시는 분만 탑승해주시기 바랍니다,필자 최애픽1 / 상당히 독특한 세팅값과 주행질감 / 운전하는데 주의,2026-05-26,0:52.104,1:22.122,
ae86-C500,Toyota,Sprinter Trueno GT Apex 1985,C 500,레트로 스포츠카,RWD,온로드,275140014,150hp,780kg,1.3G,진짜 그냥 다운힐을 어떻게 더 빨리 깎을 수 있을까 생각해서 만듬,진짜 토오게 배틀 때리려고 작정하고 만듬 / 최속 매우낮음,최고속도 고작 180,2026-05-26,1:07.807,1:50.304,
slc4320-A700,Mercedes-AMG,SLC 43 Final Edition 2020,A 700,모던 스포츠카,RWD,온로드,105229838,525hp,1430kg,1.8G,컨셉 같은거 없는데,6.2L V8 스왑,잘 모르겠다,2026-05-26,,1:34.278,
s200003-A700-1,Honda,S2000 2003,A 700,모던 스포츠카,RWD,온로드,117867718,423hp,1048kg,1.9G,고RPM 유지해도 휠스핀 덜남/타기 편해짐,이전 튜닝에서 엔진 디튠/ 타이어 업글,슈퍼차저/세미슬릭/경량화,2026-05-26,,1:32.594,
s200003-A700,Honda,S2000 2003,A 700,모던 스포츠카,RWD,온로드,172364616,521hp,1058kg,1.8G,고RPM 사용시 과도한 부스트로 인한 미끄러짐 발생,고RPM 사용시 휠스핀 주의,슈퍼차저 테스트,2026-05-26,,1:33.890,
488pista19-S1800-1,Ferrari,488 Pista 2019,S1 800,트랙 토이,RWD,온로드,518046153,760hp,1251kg,2.1G,좀 더 쓰기 편함,이전 튜닝 수정판/ 좀더 민첩함,드리프트 타이어/ 경량화,2026-05-26,,1:23.540,
fd3s-A700,Mazda,RX-7 Type R 1992,A 700,레트로 스포츠카,RWD,온로드,862311744,335hp,1063kg,1.8G,그냥 무난한 로드카,의뢰받아서 한 튜닝,드리프트 타이어 중심으로 한 최대한 선형적인 출력그래프,2026-05-26,,1:32.777,
beat91-B600,Honda,Beat 1991,B 600,대중 국산차,RWD,온로드,787604152,134hp,665kg,2.0G,핸들링 우선 튜닝,새로 수정된 new 버전/뒤가 털리던 문제를 해결했습니다,핸들링 위주라서 직선은 좀 느림/경차 기준 지켰음,2026-05-25,1:01.043,1:40.156,
is200-A700,Toyota,Altezza RS200 Z Edition 1999,A 700,레트로 슈퍼 세단,RWD,온로드,361202382,365hp,1078kg,1.7G,집에있는 핫휠 블러바드랑 똑같이 만드려고 만든건데 진짜 빨라버림,숨겨진 JDM의 진국,뭐 한 거 없음 그냥 무난한 튜닝값임,2026-05-25,,1:32.914,
gr86-A700,Toyota,GR86 2022,A 700,모던 스포츠카,RWD,온로드,520202721,330hp,1047kg,2.1G,그냥 최대한 뇌빼고 타기 좋은 차를 만들려고 노력함,약간 타임어택 사양을 억지로 공도용으로 개조한 거 같은 느낌인데 좋음,와이드바디킷/세미슬릭/리어윙이라는 ㄹㅇ 타임어택용 같음,2026-05-24,0:56.571,1:31.573,
sabre-S2900,Mclaren,Sabre 2021,S2 900,하이퍼카,RWD,온로드,102471374,1216hp,1394kg,2.2G,그냥 올라운더를 추구한 하이웨이 러너,하이퍼카가 필요해서 만들긴 했는데...,솔직히 뭐 손댔다고 한 게 거의 없음,2026-05-24,0:49.960,1:19.262,
taxi05-B600,Toyota,Crown Super Deluxe Taxi 2005,B 600,레트로 슈퍼 세단,RWD,온로드,130598319,230hp,1113kg,1.5G,그냥 택시 탈 게 필요해서 만들었는데요,아니 이걸로 오픈 뛰었는데 왜 란에보 제치고 1등함?,엔진도 순정에 에어로도 없고 택시에요 그냥,2026-05-23,1:04.543,1:44.509,
nomad16-A700,Ariel,Nomad 2016,A 700,언리미티드 버기,4WD,오프로드,936679097,358hp,693kg,1.5G,오프로드용 버기,오프로드 차가 없어서 만들었음 - 수정완료,눈길은 좀 약한듯/특히 빙판길,2026-05-23,,,0:59.277
gr86-B600,Toyota,GR86 2022,B 600,모던 스포츠카,RWD,온로드,345972251,242hp,1065kg,1.9G,큰 다운포스에는 큰 공기저항이 따른다,서킷용 다운포스 튜닝/뇌 빼고 풀악셀 밟기 세팅,최고속도 무려 200km/h 언저리,2026-05-22,,1:39.505,
mr2sc89-B600,Toyota,MR2 SC 1989,B 600,레트로 스포츠카,RWD,온로드,453825168,278hp,969kg,1.5G,그냥 무난한 튜닝,2리터VVT 스왑/자연흡기,적을게 없는데,2026-05-22,,1:41.526,
296gtb22-S1800,Ferrari,296 GTB 2022,S1 800,모던 슈퍼카,RWD,온로드,183949845,848hp,1492kg,2.1G,에어로 조금만 건드려도 밸런스가 깨짐,페스티벌 숨바꼭질 보상/ 적당히 쓸만한 튜닝,에어로/ 드리프트 타이어,2026-05-22,,1:23.713,
718gt4rs22-S1800,Porsche,718 Cayman GT4 RS 2022,S1 800,트랙 토이,RWD,온로드,115621396,635hp,1164kg,2.1G,GT3도 만들었으니 GT4도 만듬,GT3 만큼 빠른 GT4/ 가속이 매우 시원함,4.0 F6 자연흡기 스왑/경량화/드리프트 타이어,2026-05-22,,1:22.521,
911carreras19-S1800,Porsche,911 Carrera S 2019,S1 800,모던 스포츠카,RWD,온로드,616169315,695hp,1178kg,2.1G,911에 윙달면 GT3 아님? 이라는 멍청하고도 남자라면 못 참는 생각에서 출발,테무 911 GT3,4.0 F6 스왑 / 경량화/에어로/엔진스왑/드리프트 타이어,2026-05-22,,1:23.299,
acty94-A700,Honda,Acty 1994,A 700,대중 국산차,RWD,온로드,165046120,569hp,770kg,1.5G,스턴트 드리프트용으로 제작했음. 일단 하코네 기준으로 잡음,"드리프트 튜닝 없어서 만듬 / 하코네에서 351,000점 찍었음(튜닝 본인 조작)",1.1L V4 오토바이 엔진 스왑,2026-05-22,,,
718gts18-A700-1,Porsche,718 Cayman GTS 2018,A 700,모던 스포츠카,RWD,온로드,346102458,401hp,1286kg,1.9G,뉴비 친화적/ 전자상가 서킷 특화,브레이크/코너링 강화,MR이 좋긴 하다,2026-05-21,,1:33.642,
diablosv97-A700,Lamborghini,Diablo SV 1997,A 700,레트로 슈퍼카,RWD,온로드,631496266,578hp,1270kg,1.8G,200kg 다이어트,MR다운 안정감/가속,MR 공식대로 하니깐 무난무난,2026-05-21,,1:32.830,
